                     PanelOLS Estimation Summary                      
Dep. Variable:   ,job_creation_rate,  R-squared:           ,0.0187    
Estimator:       ,PanelOLS         ,  R-squared (Between): ,0.1125    
No. Observations:,6896             ,  R-squared (Within):  ,0.0268    
Date:            ,Sun, Jun 19 2022 ,  R-squared (Overall): ,0.0428    
Time:            ,14:38:03         ,  Log-likelihood       ,-2.495e+04
Cov. Estimator:  ,Clustered        ,                       ,          
                 ,                 ,  F-statistic:         ,7.0816    
Entities:        ,262              ,  P-value              ,0.0000    
Avg Obs:         ,26.321           ,  Distribution:        ,F(18,6677)
Min Obs:         ,0.0000           ,                       ,          
Max Obs:         ,43.000           ,  F-statistic (robust):,-3.822e+15
                 ,                 ,  P-value              ,1.0000    
Time periods:    ,38               ,  Distribution:        ,F(18,6677)
Avg Obs:         ,181.47           ,                       ,          
Min Obs:         ,0.0000           ,                       ,          
Max Obs:         ,324.00           ,                       ,          
                 ,                 ,                       ,          
                             Parameter Estimates                             
                       ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
const                  ,32.197   ,11.488   ,2.8026 ,0.0051 ,9.6762  ,54.718  
L_0_entry_rate_whole   ,29.028   ,8.9621   ,3.2390 ,0.0012 ,11.460  ,46.597  
L_0_log_gdp            ,8.9560   ,3.3895   ,2.6423 ,0.0083 ,2.3114  ,15.600  
L_0_log_restriction_2_0,-1.0271  ,3.5140   ,-0.2923,0.7701 ,-7.9157 ,5.8614  
L_1_entry_rate_whole   ,-21.870  ,10.207   ,-2.1427,0.0322 ,-41.878 ,-1.8611 
L_1_log_gdp            ,-3.2566  ,3.1779   ,-1.0248,0.3055 ,-9.4863 ,2.9730  
L_1_log_restriction_2_0,-1.0570  ,1.9235   ,-0.5495,0.5826 ,-4.8277 ,2.7136  
L_2_entry_rate_whole   ,10.221   ,4.5242   ,2.2591 ,0.0239 ,1.3519  ,19.090  
L_2_log_gdp            ,-4.7628  ,4.3779   ,-1.0879,0.2767 ,-13.345 ,3.8192  
L_2_log_restriction_2_0,-5.2020  ,3.4258   ,-1.5185,0.1289 ,-11.918 ,1.5137  
L_3_entry_rate_whole   ,-0.0317  ,7.3339   ,-0.0043,0.9966 ,-14.408 ,14.345  
L_3_log_gdp            ,-8.0317  ,4.6905   ,-1.7123,0.0869 ,-17.227 ,1.1632  
L_3_log_restriction_2_0,9.4326   ,2.9989   ,3.1454 ,0.0017 ,3.5538  ,15.311  
L_4_entry_rate_whole   ,-1.8922  ,6.3214   ,-0.2993,0.7647 ,-14.284 ,10.500  
L_4_log_gdp            ,7.2139   ,5.5967   ,1.2890 ,0.1975 ,-3.7575 ,18.185  
L_4_log_restriction_2_0,0.3212   ,2.4420   ,0.1315 ,0.8953 ,-4.4658 ,5.1083  
L_5_entry_rate_whole   ,3.8253   ,5.6791   ,0.6736 ,0.5006 ,-7.3076 ,14.958  
L_5_log_gdp            ,-1.6647  ,4.7018   ,-0.3540,0.7233 ,-10.882 ,7.5523  
L_5_log_restriction_2_0,-3.2445  ,2.6771   ,-1.2119,0.2256 ,-8.4925 ,2.0035  

F-test for Poolability: 4.2570
P-value: 0.0000
Distribution: F(200,6677)

Included effects: Entity, Time
