                     PanelOLS Estimation Summary                     
Dep. Variable:   ,log_emp         ,  R-squared:           ,0.2348    
Estimator:       ,PanelOLS        ,  R-squared (Between): ,-0.4125   
No. Observations:,8275            ,  R-squared (Within):  ,-2.8625   
Date:            ,Wed, Aug 10 2022,  R-squared (Overall): ,-0.6618   
Time:            ,16:25:28        ,  Log-likelihood       ,-1101.6   
Cov. Estimator:  ,Clustered       ,                       ,          
                 ,                ,  F-statistic:         ,2.925e+05 
Entities:        ,262             ,  P-value              ,0.0000    
Avg Obs:         ,31.584          ,  Distribution:        ,F(16,7983)
Min Obs:         ,0.0000          ,                       ,          
Max Obs:         ,35.000          ,  F-statistic (robust):,6.753e+13 
                 ,                ,  P-value              ,0.0000    
Time periods:    ,38              ,  Distribution:        ,F(16,7983)
Avg Obs:         ,217.76          ,                       ,          
Min Obs:         ,0.0000          ,                       ,          
Max Obs:         ,239.00          ,                       ,          
                 ,                ,                       ,          
                                Parameter Estimates                                 
                              ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
const                         ,3.2725   ,3.0688   ,1.0664 ,0.2863 ,-2.7431 ,9.2881  
L_0_entry_rate_whole          ,-0.8833  ,0.4514   ,-1.9570,0.0504 ,-1.7682 ,0.0015  
L_0_log_gdp                   ,0.7072   ,0.2207   ,3.2043 ,0.0014 ,0.2746  ,1.1398  
L_1_entry_rate_whole          ,0.0499   ,0.3799   ,0.1313 ,0.8955 ,-0.6948 ,0.7946  
L_1_log_gdp                   ,0.2528   ,0.1510   ,1.6739 ,0.0942 ,-0.0432 ,0.5488  
L_2_entry_rate_whole          ,-0.1363  ,0.3189   ,-0.4273,0.6691 ,-0.7614 ,0.4888  
L_2_log_gdp                   ,0.0197   ,0.0985   ,0.2005 ,0.8411 ,-0.1733 ,0.2128  
L_3_entry_rate_whole          ,0.2813   ,0.2331   ,1.2070 ,0.2275 ,-0.1756 ,0.7382  
L_3_log_gdp                   ,0.1007   ,0.1094   ,0.9208 ,0.3572 ,-0.1137 ,0.3152  
L_4_entry_rate_whole          ,3.6522   ,0.5476   ,6.6690 ,0.0000 ,2.5787  ,4.7257  
L_4_log_gdp                   ,-0.0442  ,0.0582   ,-0.7595,0.4476 ,-0.1584 ,0.0699  
L_5_entry_rate_whole          ,-0.5380  ,0.6550   ,-0.8213,0.4115 ,-1.8220 ,0.7460  
L_5_log_gdp                   ,0.1525   ,0.1311   ,1.1634 ,0.2447 ,-0.1045 ,0.4095  
curr_chg_restriction_2_0      ,-0.0707  ,0.1031   ,-0.6858,0.4929 ,-0.2728 ,0.1314  
enter_chg_restriction_2_0     ,0.0195   ,0.2756   ,0.0708 ,0.9436 ,-0.5208 ,0.5598  
life_chg_restriction_2_0      ,-0.0666  ,0.5409   ,-0.1232,0.9020 ,-1.1270 ,0.9938  
pre_cohort_log_restriction_2_0,-0.1446  ,0.2352   ,-0.6146,0.5388 ,-0.6056 ,0.3165  

F-test for Poolability: 348.68
P-value: 0.0000
Distribution: F(275,7983)

Included effects: Entity, Time
