                      PanelOLS Estimation Summary                      
Dep. Variable:   ,per_emp_chg_cohort,  R-squared:           ,0.0904    
Estimator:       ,PanelOLS          ,  R-squared (Between): ,-6.5206   
No. Observations:,8817              ,  R-squared (Within):  ,0.1022    
Date:            ,Wed, Aug 10 2022  ,  R-squared (Overall): ,-0.2023   
Time:            ,16:26:16          ,  Log-likelihood       ,-116.80   
Cov. Estimator:  ,Clustered         ,                       ,          
                 ,                  ,  F-statistic:         ,78.102    
Entities:        ,262               ,  P-value              ,0.0000    
Avg Obs:         ,33.653            ,  Distribution:        ,F(12,8526)
Min Obs:         ,0.0000            ,                       ,          
Max Obs:         ,37.000            ,  F-statistic (robust):,74.780    
                 ,                  ,  P-value              ,0.0000    
Time periods:    ,38                ,  Distribution:        ,F(12,8526)
Avg Obs:         ,232.03            ,                       ,          
Min Obs:         ,0.0000            ,                       ,          
Max Obs:         ,241.00            ,                       ,          
                 ,                  ,                       ,          
                                Parameter Estimates                                 
                              ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
const                         ,1.2917   ,0.4314   ,2.9940 ,0.0028 ,0.4460  ,2.1373  
L_0_entry_rate_whole          ,0.2392   ,0.3871   ,0.6178 ,0.5367 ,-0.5197 ,0.9980  
L_0_log_gdp                   ,0.1457   ,0.1954   ,0.7458 ,0.4558 ,-0.2373 ,0.5287  
L_1_entry_rate_whole          ,0.8047   ,0.4048   ,1.9876 ,0.0469 ,0.0111  ,1.5983  
L_1_log_gdp                   ,0.4189   ,0.1761   ,2.3794 ,0.0174 ,0.0738  ,0.7640  
L_2_entry_rate_whole          ,0.3811   ,0.5006   ,0.7612 ,0.4465 ,-0.6003 ,1.3625  
L_2_log_gdp                   ,0.0439   ,0.1126   ,0.3896 ,0.6969 ,-0.1769 ,0.2646  
L_3_entry_rate_whole          ,3.0345   ,0.5358   ,5.6639 ,0.0000 ,1.9843  ,4.0848  
L_3_log_gdp                   ,-0.2309  ,0.2167   ,-1.0656,0.2866 ,-0.6557 ,0.1939  
L_4_entry_rate_whole          ,-1.9602  ,0.3905   ,-5.0192,0.0000 ,-2.7258 ,-1.1947 
L_4_log_gdp                   ,-0.3295  ,0.1251   ,-2.6329,0.0085 ,-0.5748 ,-0.0842 
full_chg_restriction_2_0      ,-0.1340  ,0.1599   ,-0.8380,0.4020 ,-0.4474 ,0.1794  
pre_cohort_log_restriction_2_0,-0.1874  ,0.0364   ,-5.1417,0.0000 ,-0.2588 ,-0.1159 

F-test for Poolability: 7.3650
P-value: 0.0000
Distribution: F(278,8526)

Included effects: Entity, Time
