                        PanelOLS Estimation Summary                        
Dep. Variable:   ,log_avg_emp_chg_cohort,  R-squared:           ,0.0055    
Estimator:       ,PanelOLS              ,  R-squared (Between): ,-0.8367   
No. Observations:,9007                  ,  R-squared (Within):  ,0.0161    
Date:            ,Wed, Aug 10 2022      ,  R-squared (Overall): ,0.0090    
Time:            ,16:25:01              ,  Log-likelihood       ,893.16    
Cov. Estimator:  ,Clustered             ,                       ,          
                 ,                      ,  F-statistic:         ,4.1827    
Entities:        ,262                   ,  P-value              ,0.0000    
Avg Obs:         ,34.378                ,  Distribution:        ,F(12,8715)
Min Obs:         ,0.0000                ,                       ,          
Max Obs:         ,38.000                ,  F-statistic (robust):,1265.6    
                 ,                      ,  P-value              ,0.0000    
Time periods:    ,38                    ,  Distribution:        ,F(12,8715)
Avg Obs:         ,237.03                ,                       ,          
Min Obs:         ,234.00                ,                       ,          
Max Obs:         ,239.00                ,                       ,          
                 ,                      ,                       ,          
                                Parameter Estimates                                 
                              ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
const                         ,0.3387   ,0.1945   ,1.7410 ,0.0817 ,-0.0426 ,0.7200  
L_0_chg_log_restriction_2_0   ,0.0414   ,0.0893   ,0.4636 ,0.6429 ,-0.1336 ,0.2163  
L_0_entry_rate_whole          ,0.1962   ,0.1537   ,1.2761 ,0.2020 ,-0.1052 ,0.4976  
L_0_log_gdp                   ,0.1531   ,0.1634   ,0.9370 ,0.3488 ,-0.1671 ,0.4733  
L_1_chg_log_restriction_2_0   ,-0.1229  ,0.0501   ,-2.4515,0.0142 ,-0.2211 ,-0.0246 
L_1_entry_rate_whole          ,0.0258   ,0.3599   ,0.0717 ,0.9428 ,-0.6797 ,0.7313  
L_1_log_gdp                   ,0.0515   ,0.1412   ,0.3643 ,0.7156 ,-0.2254 ,0.3283  
L_2_chg_log_restriction_2_0   ,-0.1276  ,0.0488   ,-2.6133,0.0090 ,-0.2233 ,-0.0319 
L_2_entry_rate_whole          ,-0.4748  ,0.3511   ,-1.3524,0.1763 ,-1.1629 ,0.2134  
L_2_log_gdp                   ,-0.1185  ,0.1151   ,-1.0294,0.3033 ,-0.3442 ,0.1072  
L_3_entry_rate_whole          ,0.0344   ,0.2144   ,0.1605 ,0.8725 ,-0.3858 ,0.4546  
L_3_log_gdp                   ,-0.1009  ,0.1070   ,-0.9432,0.3456 ,-0.3107 ,0.1088  
pre_cohort_log_restriction_2_0,-0.0231  ,0.0190   ,-1.2133,0.2251 ,-0.0603 ,0.0142  

F-test for Poolability: 2.9711
P-value: 0.0000
Distribution: F(279,8715)

Included effects: Entity, Time
