                        PanelOLS Estimation Summary                         
Dep. Variable:   ,job_creation_continuers,  R-squared:           ,0.0478    
Estimator:       ,PanelOLS               ,  R-squared (Between): ,-0.0346   
No. Observations:,6573                   ,  R-squared (Within):  ,-0.2187   
Date:            ,Sun, Jun 19 2022       ,  R-squared (Overall): ,-0.0718   
Time:            ,15:36:03               ,  Log-likelihood       ,-5.707e+04
Cov. Estimator:  ,Clustered              ,                       ,          
                 ,                       ,  F-statistic:         ,24.563    
Entities:        ,262                    ,  P-value              ,0.0000    
Avg Obs:         ,25.088                 ,  Distribution:        ,F(13,6361)
Min Obs:         ,0.0000                 ,                       ,          
Max Obs:         ,41.000                 ,  F-statistic (robust):,64.619    
                 ,                       ,  P-value              ,0.0000    
Time periods:    ,35                     ,  Distribution:        ,F(13,6361)
Avg Obs:         ,187.80                 ,                       ,          
Min Obs:         ,157.00                 ,                       ,          
Max Obs:         ,326.00                 ,                       ,          
                 ,                       ,                       ,          
                              Parameter Estimates                               
                       ,Parameter ,Std. Err., T-stat,P-value, Lower CI ,Upper CI
const                  ,-1.961e+04,9004.8   ,-2.1774,0.0295 ,-3.726e+04,-1954.8 
L_0_entry_rate_whole   ,-1866.9   ,953.70   ,-1.9576,0.0503 ,-3736.5   ,2.6359  
L_0_log_gdp            ,1429.0    ,700.72   ,2.0394 ,0.0415 ,55.393    ,2802.7  
L_0_log_restriction_2_0,-260.54   ,383.78   ,-0.6789,0.4972 ,-1012.9   ,491.81  
L_1_entry_rate_whole   ,27.632    ,550.17   ,0.0502 ,0.9599 ,-1050.9   ,1106.2  
L_1_log_gdp            ,355.50    ,404.35   ,0.8792 ,0.3793 ,-437.17   ,1148.2  
L_1_log_restriction_2_0,119.42    ,345.54   ,0.3456 ,0.7297 ,-557.96   ,796.79  
L_2_entry_rate_whole   ,556.85    ,275.56   ,2.0208 ,0.0433 ,16.664    ,1097.0  
L_2_log_gdp            ,41.218    ,545.92   ,0.0755 ,0.9398 ,-1029.0   ,1111.4  
L_2_log_restriction_2_0,-419.01   ,381.50   ,-1.0983,0.2721 ,-1166.9   ,328.87  
L_3_entry_rate_whole   ,368.65    ,502.83   ,0.7331 ,0.4635 ,-617.07   ,1354.4  
L_3_log_gdp            ,-607.27   ,349.36   ,-1.7382,0.0822 ,-1292.1   ,77.598  
L_3_log_restriction_2_0,1568.4    ,822.97   ,1.9058 ,0.0567 ,-44.858   ,3181.7  
log_emp_cohort         ,399.34    ,137.23   ,2.9101 ,0.0036 ,130.33    ,668.36  

F-test for Poolability: 98.973
P-value: 0.0000
Distribution: F(198,6361)

Included effects: Entity, Time
