                      PanelOLS Estimation Summary                      
Dep. Variable:   ,per_emp_chg_cohort,  R-squared:           ,0.0810    
Estimator:       ,PanelOLS          ,  R-squared (Between): ,-5.1994   
No. Observations:,7832              ,  R-squared (Within):  ,0.0942    
Date:            ,Wed, Aug 10 2022  ,  R-squared (Overall): ,-0.4347   
Time:            ,16:26:17          ,  Log-likelihood       ,-827.58   
Cov. Estimator:  ,Clustered         ,                       ,          
                 ,                  ,  F-statistic:         ,47.867    
Entities:        ,262               ,  P-value              ,0.0000    
Avg Obs:         ,29.893            ,  Distribution:        ,F(16,7541)
Min Obs:         ,0.0000            ,                       ,          
Max Obs:         ,33.000            ,  F-statistic (robust):,4.682e+14 
                 ,                  ,  P-value              ,0.0000    
Time periods:    ,38                ,  Distribution:        ,F(16,7541)
Avg Obs:         ,206.11            ,                       ,          
Min Obs:         ,0.0000            ,                       ,          
Max Obs:         ,240.00            ,                       ,          
                 ,                  ,                       ,          
                                Parameter Estimates                                 
                              ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
const                         ,2.2481   ,0.6753   ,3.3288 ,0.0009 ,0.9242  ,3.5719  
L_0_entry_rate_whole          ,0.1761   ,0.4713   ,0.3736 ,0.7087 ,-0.7478 ,1.1000  
L_0_log_gdp                   ,0.0772   ,0.1156   ,0.6673 ,0.5046 ,-0.1495 ,0.3038  
L_1_entry_rate_whole          ,0.3810   ,0.3273   ,1.1640 ,0.2444 ,-0.2606 ,1.0227  
L_1_log_gdp                   ,0.3276   ,0.2591   ,1.2645 ,0.2061 ,-0.1803 ,0.8355  
L_2_entry_rate_whole          ,0.8847   ,0.2261   ,3.9135 ,0.0001 ,0.4416  ,1.3278  
L_2_log_gdp                   ,0.0166   ,0.1756   ,0.0947 ,0.9246 ,-0.3276 ,0.3608  
L_3_entry_rate_whole          ,0.4170   ,0.3838   ,1.0864 ,0.2774 ,-0.3354 ,1.1694  
L_3_log_gdp                   ,-0.4005  ,0.1695   ,-2.3628,0.0182 ,-0.7327 ,-0.0682 
L_4_entry_rate_whole          ,0.2103   ,0.5095   ,0.4128 ,0.6797 ,-0.7884 ,1.2090  
L_4_log_gdp                   ,0.3393   ,0.0988   ,3.4346 ,0.0006 ,0.1456  ,0.5329  
L_5_entry_rate_whole          ,2.5352   ,0.3830   ,6.6191 ,0.0000 ,1.7844  ,3.2860  
L_5_log_gdp                   ,0.0686   ,0.1338   ,0.5125 ,0.6083 ,-0.1936 ,0.3307  
L_6_entry_rate_whole          ,-0.8646  ,0.2216   ,-3.9013,0.0001 ,-1.2990 ,-0.4302 
L_6_log_gdp                   ,-0.4024  ,0.1902   ,-2.1150,0.0345 ,-0.7753 ,-0.0294 
full_chg_restriction_2_0      ,-0.5874  ,0.3925   ,-1.4966,0.1346 ,-1.3567 ,0.1820  
pre_cohort_log_restriction_2_0,-0.2765  ,0.0646   ,-4.2780,0.0000 ,-0.4033 ,-0.1498 

F-test for Poolability: 7.7219
P-value: 0.0000
Distribution: F(274,7541)

Included effects: Entity, Time
