,name,age,Coef,lower_ci,upper_ci,significance
0,cross,1,31.202872190876437,-324.52514124584576,386.9308856275987,False
3,cross,2,-3.573002288942539,-189.24112252808638,182.09511795020128,False
6,cross,3,10.9932376557871,-114.99379048561215,136.98026579718635,False
9,cross,4,-28.924179625337988,-133.00900037928943,75.16064112861346,False
12,cross,5,-37.01648015159,-121.11852963658788,47.085569333407875,False
2,large_firm,1,-5350.940462073598,-9250.280308939158,-1451.6006152080377,True
5,large_firm,2,-2722.164644057849,-4760.551733257397,-683.7775548583006,True
8,large_firm,3,-1868.926902445463,-3255.942610012473,-481.91119487845276,True
11,large_firm,4,-1046.1745266567239,-2149.9278903985514,57.57883708510349,False
14,large_firm,5,-708.072997269978,-1594.763933571323,178.61793903136675,False
1,pre_cohort_log_restriction_2_0,1,2008.7747095112627,-465.312246693657,4482.861665716182,False
4,pre_cohort_log_restriction_2_0,2,1115.2241100882588,-413.72123430687293,2644.169454483391,False
7,pre_cohort_log_restriction_2_0,3,924.8938043883542,-332.8692351212936,2182.656843898002,False
10,pre_cohort_log_restriction_2_0,4,629.5535589552949,-340.3145818854349,1599.4216997960248,False
13,pre_cohort_log_restriction_2_0,5,480.47318228514695,-432.61255880954656,1393.5589233798405,False
