,name,age,Coef,lower_ci,upper_ci,significance
0,cross,1,-4.513622454402235,-6.735782428600681,-2.2914624802037884,True
3,cross,2,-2.8788751324718214,-4.914399063201142,-0.8433512017425011,True
6,cross,3,-2.2457919529777204,-3.896315927796656,-0.5952679781587848,True
9,cross,4,-1.4233788416457283,-2.9128622508698907,0.06610456757843419,False
12,cross,5,-0.8219388929967042,-2.087849989268874,0.44397220327546605,False
2,large_firm,1,26.298807779930605,1.386013373950739,51.21160218591047,True
5,large_firm,2,19.277228819061722,-3.166783109659292,41.72124074778274,False
8,large_firm,3,12.844575252985473,-5.086513308451204,30.775663814422153,False
11,large_firm,4,4.933805695762333,-11.29132235629024,21.158933747814906,False
14,large_firm,5,-1.685987851097436,-14.986525457787632,11.614549755592758,False
1,pre_cohort_log_restriction_2_0,1,2.6073261696696712,-2.4227640951989247,7.637416434538267,False
4,pre_cohort_log_restriction_2_0,2,1.5979676654085422,-2.9104860644815425,6.106421395298627,False
7,pre_cohort_log_restriction_2_0,3,2.589992391278939,-2.140780032428872,7.320764814986751,False
10,pre_cohort_log_restriction_2_0,4,2.7281755440946416,-2.3464094895242598,7.802760577713543,False
13,pre_cohort_log_restriction_2_0,5,2.976313700067893,-2.4974497269785876,8.450077127114374,False
