,name,age,Coef,lower_ci,upper_ci,significance
0,cross,1,1815.551715799465,664.9719473314656,2966.1314842674647,True
3,cross,2,1082.6357902805612,547.7028897296161,1617.5686908315063,True
6,cross,3,817.0428495555163,154.21088353975244,1479.8748155712801,True
9,cross,4,621.9046678928955,170.20428826629177,1073.6050475194993,True
12,cross,5,166.10839456413717,-72.5354426869888,404.75223181526314,False
2,large_firm,1,-11932.247094425082,-25087.256216332706,1222.7620274825422,False
5,large_firm,2,-6781.195433544338,-12796.300028667123,-766.0908384215527,True
8,large_firm,3,-5509.708436013741,-13224.703639074498,2205.286767047014,False
11,large_firm,4,-3664.9888946270594,-8797.068483067596,1467.0906938134776,False
14,large_firm,5,804.6288179077394,-1620.5226813815686,3229.780317197047,False
1,pre_cohort_log_restriction_2_0,1,-4449.9492830376885,-8831.497177070189,-68.40138900518741,True
4,pre_cohort_log_restriction_2_0,2,-2233.631036697069,-4927.022947224112,459.7608738299741,False
7,pre_cohort_log_restriction_2_0,3,-2095.0199640052783,-4420.020145382125,229.98021737156796,False
10,pre_cohort_log_restriction_2_0,4,-1533.7720184488003,-3418.6511691195265,351.10713222192567,False
13,pre_cohort_log_restriction_2_0,5,-1316.8953357402077,-3057.949502812155,424.15883133173975,False
