,name,age,Coef,lower_ci,upper_ci,significance
0,cross,1,-0.009750756276335997,-0.06437788412034133,0.04487637156766934,False
3,cross,2,-0.0262235544444441,-0.07900928005016161,0.02656217116127341,False
6,cross,3,-0.02611178067428915,-0.07318488916810933,0.02096132781953103,False
9,cross,4,-0.014163069268319515,-0.05747260105446231,0.029146462517823282,False
12,cross,5,-0.023377926292275027,-0.068985616560288,0.022229763975737945,False
2,large_firm,1,0.11667260766510343,-0.48560125605378834,0.7189464713839953,False
5,large_firm,2,0.28968198164756376,-0.29085955627876947,0.870223519573897,False
8,large_firm,3,0.29292333643221435,-0.2229691589360967,0.8088158318005254,False
11,large_firm,4,0.19889019660487942,-0.27309169878956496,0.6708720919993237,False
14,large_firm,5,0.31464614238566535,-0.1809485839254712,0.8102408686968019,False
1,pre_cohort_log_restriction_2_0,1,0.001832365425922573,-0.007037043157593699,0.010701774009438845,False
4,pre_cohort_log_restriction_2_0,2,0.007986234236566627,-0.002897523705852169,0.018869992178985426,False
7,pre_cohort_log_restriction_2_0,3,-0.00127062818076872,-0.012446131522845941,0.0099048751613085,False
10,pre_cohort_log_restriction_2_0,4,0.0023321465561573387,-0.010931773913522728,0.015596067025837407,False
13,pre_cohort_log_restriction_2_0,5,-0.003381741764711315,-0.01891022576486205,0.01214674223543942,False
