,name,age,Coef,lower_ci,upper_ci,significance
1,full_chg_restriction_2_0,1,1586.6721588705016,-193.73913557378364,3367.0834533147868,False
3,full_chg_restriction_2_0,2,-2551.4694980737213,-4659.4799820560565,-443.4590140913856,True
5,full_chg_restriction_2_0,3,-1235.0495028413466,-3992.966114537645,1522.8671088549518,False
7,full_chg_restriction_2_0,4,1379.0396513892981,-3408.1036607293063,6166.182963507903,False
9,full_chg_restriction_2_0,5,-3611.330909924767,-6620.0078887071795,-602.6539311423553,True
0,pre_cohort_log_restriction_2_0,1,715.7867516849798,-1267.5438521890737,2699.1173555590335,False
2,pre_cohort_log_restriction_2_0,2,349.94547923604864,-694.4772558229911,1394.3682142950884,False
4,pre_cohort_log_restriction_2_0,3,-570.7731352455461,-1250.3706120916545,108.8243416005622,False
6,pre_cohort_log_restriction_2_0,4,109.90058532286699,-1003.5441205070662,1223.3452911528002,False
8,pre_cohort_log_restriction_2_0,5,-972.1230042012396,-1655.0314740058775,-289.21453439660183,True
