,name,age,Coef,lower_ci,upper_ci,significance
1,full_chg_restriction_2_0,1,-0.032428197377652145,-0.08564492370929472,0.020788528953990422,False
3,full_chg_restriction_2_0,2,-0.14965776769679465,-0.3050886827575519,0.005773147363962616,False
5,full_chg_restriction_2_0,3,-0.12234294756666399,-0.4162048065269216,0.17151891139359365,False
7,full_chg_restriction_2_0,4,-0.25632044573727747,-0.6114642917147912,0.09882340024023628,False
9,full_chg_restriction_2_0,5,-0.1221202977236121,-0.7285959320858226,0.4843553366385984,False
0,pre_cohort_log_restriction_2_0,1,-0.007296335747075699,-0.023338051092906695,0.008745379598755295,False
2,pre_cohort_log_restriction_2_0,2,-0.01648536185602047,-0.057986962895006905,0.025016239182965968,False
4,pre_cohort_log_restriction_2_0,3,-0.06317848685680087,-0.13002578407390752,0.0036688103603057937,False
6,pre_cohort_log_restriction_2_0,4,-0.11309759236846247,-0.1841515742413028,-0.042043610495622136,True
8,pre_cohort_log_restriction_2_0,5,-0.17856194557778565,-0.28069852883126134,-0.07642536232430999,True
