,name,age,Coef,lower_ci,upper_ci,significance
0,cross,1,0.032716982322242516,0.009208378023880078,0.05622558662060495,True
3,cross,2,0.009523094828646978,-0.009062252601499317,0.028108442258793276,False
6,cross,3,0.01356583752330902,0.0009881968524720099,0.02614347819414603,True
9,cross,4,0.007283792379787214,-0.00469708367654446,0.019264668436118886,False
12,cross,5,-0.0053498482315004715,-0.020455498100656153,0.009755801637655208,False
2,large_firm,1,-0.311404580681449,-0.5659228809026045,-0.05688628046029359,True
5,large_firm,2,-0.06215916834092094,-0.26442932627830107,0.14011098959645918,False
8,large_firm,3,-0.12655560753059134,-0.2625502214038993,0.009439006342716577,False
11,large_firm,4,-0.04003715352488393,-0.16836667609751993,0.08829236904775206,False
14,large_firm,5,0.0902262231457915,-0.0742328074184123,0.2546852537099953,False
1,pre_cohort_log_restriction_2_0,1,-0.0007540291855431893,-0.023502971190272347,0.02199491281918597,False
4,pre_cohort_log_restriction_2_0,2,-0.003243403963392464,-0.012293233801464512,0.0058064258746795844,False
7,pre_cohort_log_restriction_2_0,3,-0.002530276642454424,-0.009785606076837207,0.004725052791928358,False
10,pre_cohort_log_restriction_2_0,4,0.0033288666509296637,-0.003712965791037291,0.010370699092896618,False
13,pre_cohort_log_restriction_2_0,5,0.004686376479097755,-0.003103321151630767,0.012476074109826277,False
