,name,age,Coef,lower_ci,upper_ci,significance
0,cross,1,0.3597156644291747,0.24348104261874426,0.4759502862396051,True
3,cross,2,0.3846478764438703,0.3049846726942285,0.464311080193512,True
6,cross,3,0.37582454440913754,0.2970688896968833,0.4545801991213918,True
9,cross,4,0.3561879563803708,0.2823190831431228,0.4300568296176188,True
12,cross,5,0.34879510621946447,0.2743304640038216,0.42325974843510733,True
2,large_firm,1,-5.269498148037558,-6.568972026069277,-3.970024270005838,True
5,large_firm,2,-5.341895891595113,-6.191714452757106,-4.492077330433121,True
8,large_firm,3,-5.096873269635631,-5.941409265205819,-4.252337274065442,True
11,large_firm,4,-4.804643627775746,-5.575058495496092,-4.0342287600554,True
14,large_firm,5,-4.627616667140132,-5.4096072444881855,-3.8456260897920793,True
1,pre_cohort_log_restriction_2_0,1,-0.21700321185576377,-0.3332618984917737,-0.10074452521975386,True
4,pre_cohort_log_restriction_2_0,2,-0.2307363732594023,-0.3476903686539037,-0.11378237786490093,True
7,pre_cohort_log_restriction_2_0,3,-0.2567583061784462,-0.38230649215830487,-0.13121012019858752,True
10,pre_cohort_log_restriction_2_0,4,-0.27180872007721574,-0.4200559582370078,-0.1235614819174237,True
13,pre_cohort_log_restriction_2_0,5,-0.2804641233349253,-0.4608138614619287,-0.10011438520792193,True
