,name,age,Coef,lower_ci,upper_ci,significance
0,cross,1,-0.8105079136468236,-2.394420435390277,0.7734046080966295,False
3,cross,2,-2.8338538401150526,-4.572210902063154,-1.0954967781669511,True
6,cross,3,-2.3642076036991804,-4.454074090186874,-0.27434111721148646,True
9,cross,4,-1.6404442131872896,-2.668540713399984,-0.6123477129745951,True
12,cross,5,-1.3214232985405392,-2.6279060543727093,-0.014940542708369087,True
2,large_firm,1,-13.495214941220471,-30.066763164465534,3.076333282024592,False
5,large_firm,2,17.34017477313971,-2.2748444376845534,36.95519398396398,False
8,large_firm,3,17.409692283970227,-6.405034693680214,41.22441926162067,False
11,large_firm,4,9.111931943262926,-1.7874516708258188,20.011315557351672,False
14,large_firm,5,7.944404607002486,-5.8985570114874,21.78736622549237,False
1,pre_cohort_log_restriction_2_0,1,1.2592356299604182,-4.895867654125528,7.414338914046365,False
4,pre_cohort_log_restriction_2_0,2,1.4446851314983407,-3.9085920542965376,6.797962317293219,False
7,pre_cohort_log_restriction_2_0,3,1.6681674381314662,-3.5410517289598498,6.877386605222782,False
10,pre_cohort_log_restriction_2_0,4,1.7855958100013432,-3.4602227018627776,7.031414321865464,False
13,pre_cohort_log_restriction_2_0,5,1.6208653966946822,-3.9595961396552295,7.201326933044594,False
