,name,age,Coef,lower_ci,upper_ci,significance
0,curr_chg_restriction_2_0,1,0.05056201658629761,0.013462035193992021,0.08766199797860319,True
3,curr_chg_restriction_2_0,2,0.05336774579121372,0.01755489131889499,0.08918060026353244,True
7,curr_chg_restriction_2_0,3,0.04871011944952137,0.018908168926622452,0.07851206997242029,True
11,curr_chg_restriction_2_0,4,0.023444665567208724,0.006182454434764246,0.0407068766996532,True
15,curr_chg_restriction_2_0,5,0.02342215962978683,0.005104620546713855,0.041739698712859805,True
1,enter_chg_restriction_2_0,1,0.0844330431791756,0.05292092688781798,0.11594515947053323,True
5,enter_chg_restriction_2_0,2,0.058860124941092884,0.003333361266402879,0.11438688861578289,True
9,enter_chg_restriction_2_0,3,0.06347731940712951,-0.027251179834903383,0.1542058186491624,False
13,enter_chg_restriction_2_0,4,0.023452499384673527,0.016124659223900023,0.03078033954544703,True
17,enter_chg_restriction_2_0,5,0.030981091794237907,0.018185084436499972,0.04377709915197584,True
4,life_chg_restriction_2_0,2,0.09072395092647427,0.042945511815087704,0.13850239003786083,True
8,life_chg_restriction_2_0,3,0.14523785755988033,0.05402046397072052,0.23645525114904015,True
12,life_chg_restriction_2_0,4,0.08823836110580031,0.05560060728615698,0.12087611492544365,True
16,life_chg_restriction_2_0,5,0.11116610208684001,0.06551742957199158,0.15681477460168844,True
2,pre_cohort_log_restriction_2_0,1,0.005048880814778934,-0.026846401750037507,0.03694416337959537,False
6,pre_cohort_log_restriction_2_0,2,0.006775644418191816,-0.008762097664170309,0.022313386500553943,False
10,pre_cohort_log_restriction_2_0,3,0.0003826859499382267,-0.01771330423867552,0.01847867613855197,False
14,pre_cohort_log_restriction_2_0,4,0.01911204607113473,0.0015938076392433519,0.036630284503026106,True
18,pre_cohort_log_restriction_2_0,5,0.017525554815548523,-0.0024751283109939633,0.037526237942091006,False
