,name,age,Coef,lower_ci,upper_ci,significance
0,cross,1,0.15440690559254028,0.05274776277674688,0.2560660484083337,True
3,cross,2,0.18947814687913767,0.09719661465132255,0.28175967910695277,True
6,cross,3,0.18656340189792642,0.09131720749994736,0.28180959629590546,True
9,cross,4,0.19521026799197028,0.09982414467886933,0.2905963913050712,True
12,cross,5,0.1862702456666291,0.09171175416114451,0.28082873717211365,True
2,large_firm,1,3.5376715135916363,2.4262243737861926,4.64911865339708,True
5,large_firm,2,2.9602516917864703,1.9608049398304388,3.959698443742502,True
8,large_firm,3,2.915321923604915,1.8833738604980415,3.947269986711788,True
11,large_firm,4,2.7661499484329135,1.7375322275340315,3.7947676693317955,True
14,large_firm,5,2.818583484610723,1.806311711079804,3.830855258141642,True
1,pre_cohort_log_restriction_2_0,1,-0.019319241476767696,-0.3955009275712631,0.35686244461772776,False
4,pre_cohort_log_restriction_2_0,2,-0.0350234148839746,-0.4698080436575332,0.399761213889584,False
7,pre_cohort_log_restriction_2_0,3,-0.047293478055761354,-0.5290508971425769,0.4344639410310542,False
10,pre_cohort_log_restriction_2_0,4,-0.05608756027633357,-0.6058596440805162,0.4936845235278491,False
13,pre_cohort_log_restriction_2_0,5,-0.05747061499645534,-0.6823261607046739,0.5673849307117632,False
