,name,age,Coef,lower_ci,upper_ci,significance
1,full_chg_restriction_2_0,1,-0.02804148059673471,-0.08044068039158023,0.0243577191981108,False
3,full_chg_restriction_2_0,2,-0.092573157060891,-0.26060144803097735,0.07545513390919534,False
5,full_chg_restriction_2_0,3,-0.16042603175343148,-0.4847256246372761,0.1638735611304131,False
7,full_chg_restriction_2_0,4,-0.48553309642909576,-1.1492321403133956,0.17816594745520414,False
9,full_chg_restriction_2_0,5,-0.6484528791344809,-1.440476770392404,0.14357101212344203,False
0,pre_cohort_log_restriction_2_0,1,-0.029553131765289085,-0.054235925105543814,-0.004870338425034353,True
2,pre_cohort_log_restriction_2_0,2,-0.1003553820274915,-0.15814266805887617,-0.04256809599610684,True
4,pre_cohort_log_restriction_2_0,3,-0.1930726869006762,-0.2688553571178537,-0.11729001668349871,True
6,pre_cohort_log_restriction_2_0,4,-0.26552176704189095,-0.37075606310271425,-0.16028747098106763,True
8,pre_cohort_log_restriction_2_0,5,-0.2898774315792839,-0.42833680940078656,-0.15141805375778128,True
