,name,age,Coef,lower_ci,upper_ci,significance
0,cross,1,0.3597156644291748,0.24348104261874354,0.47595028623960606,True
3,cross,2,0.38464787644386994,0.30498467269422674,0.46431108019351314,True
6,cross,3,0.3758725502829507,0.2971499592504905,0.4545951413154109,True
9,cross,4,0.35649295704176465,0.2826419805546878,0.4303439335288415,True
12,cross,5,0.3489465838847325,0.27450533111053255,0.4233878366589324,True
2,large_firm,1,-5.269498148037559,-6.5689720260692885,-3.970024270005829,True
5,large_firm,2,-5.341895891595111,-6.191714452757122,-4.4920773304331,True
8,large_firm,3,-5.097425340357338,-5.941613459939516,-4.25323722077516,True
11,large_firm,4,-4.808324056346564,-5.578504125694318,-4.03814398699881,True
14,large_firm,5,-4.629205010034101,-5.410904533359318,-3.8475054867088847,True
1,pre_cohort_log_restriction_2_0,1,-0.21700321185576368,-0.3332618984913452,-0.10074452522018217,True
4,pre_cohort_log_restriction_2_0,2,-0.2307363732594023,-0.34769036865370073,-0.11378237786510384,True
7,pre_cohort_log_restriction_2_0,3,-0.25795353366738083,-0.38300959624908026,-0.13289747108568142,True
10,pre_cohort_log_restriction_2_0,4,-0.2774094099653985,-0.4254389640418036,-0.12937985588899334,True
13,pre_cohort_log_restriction_2_0,5,-0.2843291876437263,-0.46416970671567176,-0.1044886685717808,True
