,name,age,Coef,lower_ci,upper_ci,significance
1,full_chg_restriction_2_0,1,0.03032846103531035,-0.010591809181647895,0.07124873125226859,False
3,full_chg_restriction_2_0,2,0.03015341226973924,-0.0029769420402248996,0.06328376657970337,False
5,full_chg_restriction_2_0,3,-0.011220024833369254,-0.04510415234195969,0.02266410267522118,False
7,full_chg_restriction_2_0,4,-0.014234462356772023,-0.10112495347260643,0.0726560287590624,False
9,full_chg_restriction_2_0,5,0.04191455130605911,-0.023226440015157883,0.1070555426272761,False
0,pre_cohort_log_restriction_2_0,1,0.009570291985369298,-0.017198194125674617,0.03633877809641321,False
2,pre_cohort_log_restriction_2_0,2,0.012185745232363931,-0.007080576190003553,0.031452066654731416,False
4,pre_cohort_log_restriction_2_0,3,0.033917623181569066,0.012968997313903392,0.05486624904923474,True
6,pre_cohort_log_restriction_2_0,4,0.015187200571523818,-0.0001745847024610704,0.030548985845508705,False
8,pre_cohort_log_restriction_2_0,5,0.03607874464312085,0.006080449579695949,0.06607703970654576,True
