,name,age,Coef,lower_ci,upper_ci,significance
0,curr_chg_restriction_2_0,1,-157.376908813314,-444.16742514936715,129.41360752273914,False
3,curr_chg_restriction_2_0,2,-61.01107468107548,-303.09193794665555,181.06978858450458,False
7,curr_chg_restriction_2_0,3,92.84389762283676,-60.78005755851309,246.46785280418663,False
11,curr_chg_restriction_2_0,4,-7.5586602390441735,-108.95339007729669,93.83606959920834,False
15,curr_chg_restriction_2_0,5,-15.711764044560155,-92.82843436161717,61.40490627249686,False
1,enter_chg_restriction_2_0,1,-75.78134391373851,-441.6053467871441,290.04265895966705,False
5,enter_chg_restriction_2_0,2,56.014384041851514,-242.4642286073504,354.49299669105346,False
9,enter_chg_restriction_2_0,3,54.96530818463974,-115.72912136047965,225.65973772975912,False
13,enter_chg_restriction_2_0,4,34.92506186546361,-85.34928199768024,155.19940572860747,False
17,enter_chg_restriction_2_0,5,53.06940141867664,-57.68960124085962,163.8284040782129,False
4,life_chg_restriction_2_0,2,103.57702822914007,-143.3574091480121,350.51146560629223,False
8,life_chg_restriction_2_0,3,175.35825606415187,-260.47858081120324,611.195092939507,False
12,life_chg_restriction_2_0,4,179.4189318712163,-239.87081723610729,598.7086809785399,False
16,life_chg_restriction_2_0,5,139.61117176144774,-368.99406677974247,648.216410302638,False
2,pre_cohort_log_restriction_2_0,1,321.8093449509604,-35.69571820624259,679.3144081081634,False
6,pre_cohort_log_restriction_2_0,2,226.46797644017815,-21.694957893071035,474.63091077342733,False
10,pre_cohort_log_restriction_2_0,3,169.2024478708755,-18.127970640346717,356.5328663820977,False
14,pre_cohort_log_restriction_2_0,4,107.43744108764136,-14.21440748533935,229.08928966062206,False
18,pre_cohort_log_restriction_2_0,5,67.85051820530894,-36.3849834557314,172.0860198663493,False
