,name,age,Coef,lower_ci,upper_ci,significance
0,cross,1,-0.009746266809394695,-0.0643697237566056,0.04487719013781621,False
3,cross,2,-0.02627014911053699,-0.07899602115836378,0.026455722937289802,False
6,cross,3,-0.026064292818061423,-0.07314620420714604,0.0210176185710232,False
9,cross,4,-0.014094853244875487,-0.05740773181282511,0.02921802532307414,False
12,cross,5,-0.02331391558385806,-0.06890998290464864,0.02228215173693252,False
2,large_firm,1,0.11662360520127005,-0.48561428151012886,0.7188614919126689,False
5,large_firm,2,0.29018578596057837,-0.2896849126537154,0.8700564845748722,False
8,large_firm,3,0.2923745893377757,-0.2236562071831194,0.8084053858586708,False
11,large_firm,4,0.19807238129931695,-0.27397475121252934,0.6701195138111633,False
14,large_firm,5,0.3139057987468306,-0.18159186917828957,0.8094034666719507,False
1,pre_cohort_log_restriction_2_0,1,0.0021303848813618975,-0.0069182740313615786,0.011179043794085373,False
4,pre_cohort_log_restriction_2_0,2,0.008706332636992286,-0.0021706417091217813,0.019583306983106355,False
7,pre_cohort_log_restriction_2_0,3,-0.0016738577601414675,-0.01293800692849608,0.009590291408213145,False
10,pre_cohort_log_restriction_2_0,4,0.0007148966543175977,-0.012463139278516762,0.013892932587151957,False
13,pre_cohort_log_restriction_2_0,5,-0.004213578933731078,-0.019853701092412825,0.01142654322495067,False
