,name,age,Coef,lower_ci,upper_ci,significance
0,cross,1,0.009920110400100919,-0.0077786040272609155,0.02761882482746275,False
3,cross,2,0.006771819050545457,-0.011159169298214951,0.024702807399305866,False
6,cross,3,0.011915964239104043,-0.0012607603146960415,0.025092688792904126,False
9,cross,4,0.008186922871841928,-0.004042978643327566,0.020416824387011423,False
12,cross,5,0.003359264630432898,-0.007491852354908523,0.014210381615774318,False
2,large_firm,1,-0.37309671448805887,-0.5643479185607909,-0.18184551041532676,True
5,large_firm,2,-0.22437216584887945,-0.41718096481071565,-0.03156336688704328,True
8,large_firm,3,-0.2663838555903599,-0.4046988865753814,-0.12806882460533836,True
11,large_firm,4,-0.20805282614425424,-0.33399805185066334,-0.08210760043784518,True
14,large_firm,5,-0.1482310024680202,-0.25920617632527015,-0.03725582861077026,True
1,pre_cohort_log_restriction_2_0,1,-0.011469321677012805,-0.036093072077602636,0.013154428723577031,False
4,pre_cohort_log_restriction_2_0,2,-0.0204299803671816,-0.03487995192439265,-0.005980008809970549,True
7,pre_cohort_log_restriction_2_0,3,-0.00467972063841202,-0.017994715336846257,0.008635274060022215,False
10,pre_cohort_log_restriction_2_0,4,0.005567984000815519,-0.008661374202859274,0.019797342204490313,False
13,pre_cohort_log_restriction_2_0,5,0.008559296814560633,-0.007398392527735694,0.024516986156856962,False
