,name,age,Coef,lower_ci,upper_ci,significance
1,full_chg_restriction_2_0,1,0.06832884811658213,0.03865777467496566,0.0979999215581986,True
3,full_chg_restriction_2_0,2,0.13202890361238812,0.048128189717742895,0.21592961750703332,True
5,full_chg_restriction_2_0,3,0.18856026771931433,0.036463158031610515,0.3406573774070182,True
7,full_chg_restriction_2_0,4,0.10724609790265659,0.07112733141994552,0.14336486438536766,True
9,full_chg_restriction_2_0,5,0.13690726469963227,0.08700740836231154,0.18680712103695302,True
0,pre_cohort_log_restriction_2_0,1,0.003978789726817366,-0.0286706806018268,0.036628260055461534,False
2,pre_cohort_log_restriction_2_0,2,0.005894206427635206,-0.009418880526209317,0.02120729338147973,False
4,pre_cohort_log_restriction_2_0,3,-0.0004116469944220441,-0.01963652584325771,0.018813231854413623,False
6,pre_cohort_log_restriction_2_0,4,0.019008189646916432,0.0021785508031315452,0.035837828490701315,True
8,pre_cohort_log_restriction_2_0,5,0.017022805299758862,-0.001872654780962102,0.035918265380479826,False
