,name,age,Coef,lower_ci,upper_ci,significance
0,curr_chg_restriction_2_0,1,0.08836122175225422,-0.9798633114656936,1.156585754970202,False
3,curr_chg_restriction_2_0,2,-0.503481252266202,-1.7920024756457655,0.7850399711133615,False
7,curr_chg_restriction_2_0,3,-0.7228093359281648,-2.252828943023004,0.8072102711666748,False
11,curr_chg_restriction_2_0,4,-0.13689002402402023,-1.465364115231587,1.1915840671835465,False
15,curr_chg_restriction_2_0,5,-0.9879944657854701,-2.4927841374748834,0.5167952059039432,False
1,enter_chg_restriction_2_0,1,-0.5217234946446065,-1.4455605545172556,0.4021135652280424,False
5,enter_chg_restriction_2_0,2,-0.48286495399911383,-1.2999968400231345,0.3342669320249068,False
9,enter_chg_restriction_2_0,3,0.8219583235979993,-0.18981027324695532,1.8337269204429538,False
13,enter_chg_restriction_2_0,4,-0.1629538931962898,-1.197802253892746,0.8718944675001664,False
17,enter_chg_restriction_2_0,5,-0.19563441499112846,-1.4019356852432783,1.0106668552610214,False
4,life_chg_restriction_2_0,2,-0.15483256852232047,-1.2299824497024578,0.920317312657817,False
8,life_chg_restriction_2_0,3,0.7748768310804878,-0.9384124608153243,2.4881661229763,False
12,life_chg_restriction_2_0,4,0.9708043084977301,-1.5833811931623551,3.5249898101578157,False
16,life_chg_restriction_2_0,5,1.9161252049413835,-1.7491132909878546,5.581363700870622,False
2,pre_cohort_log_restriction_2_0,1,-0.11266588668573525,-0.8902959530241612,0.6649641796526906,False
6,pre_cohort_log_restriction_2_0,2,-0.6820544135702552,-1.36788905576193,0.003780228621419801,False
10,pre_cohort_log_restriction_2_0,3,-0.18462118992023252,-1.1262804347944197,0.7570380549539546,False
14,pre_cohort_log_restriction_2_0,4,-0.3627365885734149,-1.7528048251893003,1.0273316480424706,False
18,pre_cohort_log_restriction_2_0,5,-0.19430148409233364,-1.518975200871139,1.1303722326864718,False
