,name,age,Coef,lower_ci,upper_ci,significance
0,cross,1,0.05791088381060052,0.02722213899300982,0.08859962862819122,True
3,cross,2,0.029525556723603748,3.832438711029451e-05,0.0590127890600972,True
6,cross,3,0.030406928069865672,0.007840528702784268,0.052973327436947076,True
9,cross,4,0.013028686731164396,-0.003976602235194705,0.030033975697523495,False
12,cross,5,-0.007503012552556803,-0.027480046055837485,0.01247402095072388,False
2,large_firm,1,-0.34143752216059753,-0.6694114134026041,-0.013463630918590985,True
5,large_firm,2,-0.15732312673336543,-0.47738668610175083,0.16274043263502,False
8,large_firm,3,-0.1962935263769668,-0.4462019347953112,0.0536148820413776,False
11,large_firm,4,0.016375045727982655,-0.16564807989912883,0.19839817135509413,False
14,large_firm,5,0.21392732206084714,-0.001047961100437006,0.4289026052221313,False
1,pre_cohort_log_restriction_2_0,1,-0.03344608729127002,-0.09720905112363246,0.030316876541092413,False
4,pre_cohort_log_restriction_2_0,2,-0.030115888304687866,-0.07416566543299408,0.013933888823618346,False
7,pre_cohort_log_restriction_2_0,3,-0.036393120697328286,-0.07934587782803693,0.00655963643338036,False
10,pre_cohort_log_restriction_2_0,4,-0.026060939412012943,-0.0711388672352218,0.01901698841119591,False
13,pre_cohort_log_restriction_2_0,5,-0.017045868085855845,-0.06263278856479836,0.028541052393086668,False
