,name,age,Coef,lower_ci,upper_ci,significance
0,cross,1,-0.02519390148835803,-0.04277592969234072,-0.007611873284375344,True
3,cross,2,-0.020002430292315784,-0.03941669022285435,-0.0005881703617772148,True
6,cross,3,-0.01683996280738341,-0.03451559841502513,0.0008356728002583066,False
9,cross,4,-0.0056556814776396545,-0.017157176628129857,0.00584581367285055,False
12,cross,5,0.0021978042234369662,-0.009591843337673983,0.013987451784547916,False
2,large_firm,1,0.03003294147914846,-0.16155335576423924,0.22161923872253614,False
5,large_firm,2,0.09516367830818806,-0.11440106483949794,0.3047284214558741,False
8,large_firm,3,0.06972491825699716,-0.12750887603485844,0.2669587125488528,False
11,large_firm,4,-0.057493967640265625,-0.17876509493447035,0.06377715965393911,False
14,large_firm,5,-0.12417138290725287,-0.2472417177097086,-0.0011010481047971504,True
1,pre_cohort_log_restriction_2_0,1,0.03269205810572676,-0.011758682401380526,0.07714279861283405,False
4,pre_cohort_log_restriction_2_0,2,0.02687248347887051,-0.012958759664329592,0.06670372662207061,False
7,pre_cohort_log_restriction_2_0,3,0.0338335811574096,-0.007878138039650512,0.07554530035446971,False
10,pre_cohort_log_restriction_2_0,4,0.027659924530688156,-0.018423845373388495,0.0737436944347648,False
13,pre_cohort_log_restriction_2_0,5,0.02066883790666746,-0.027534475649099006,0.06887215146243392,False
