,name,age,Coef,lower_ci,upper_ci,significance
0,cross,1,31.20287219087597,-324.5251412458503,386.9308856276022,False
3,cross,2,-3.5730022889429294,-189.2411225279335,182.09511795004767,False
6,cross,3,10.363766289422795,-114.84054080971623,135.56807338856183,False
9,cross,4,-28.95580773973752,-133.21904295111878,75.30742747164373,False
12,cross,5,-36.70390674348622,-120.72927606087396,47.32146257390152,False
2,large_firm,1,-5350.940462073593,-9250.280308939156,-1451.6006152080308,True
5,large_firm,2,-2722.1646440578447,-4760.551733255022,-683.777554860668,True
8,large_firm,3,-1861.6338970498332,-3238.215618845341,-485.0521752543252,True
11,large_firm,4,-1045.8749214097088,-2152.8243516209036,61.07450880148599,False
14,large_firm,5,-711.1464645208357,-1596.996802796236,174.70387375456437,False
1,pre_cohort_log_restriction_2_0,1,2008.7747095112636,-465.31224670122583,4482.861665723753,False
4,pre_cohort_log_restriction_2_0,2,1115.2241100882586,-413.7212342906239,2644.169454467141,False
7,pre_cohort_log_restriction_2_0,3,928.7668662751503,-335.9125481907947,2193.4462807410955,False
10,pre_cohort_log_restriction_2_0,4,628.4180586816212,-348.1289151167732,1604.9650324800157,False
13,pre_cohort_log_restriction_2_0,5,489.9065429489382,-426.8113286040642,1406.6244145019405,False
