,name,age,Coef,lower_ci,upper_ci,significance
1,full_chg_restriction_2_0,1,0.11758916201077921,-0.1875277507456046,0.42270607476716304,False
3,full_chg_restriction_2_0,2,0.34401217779303855,-0.24098887513052342,0.9290132307166006,False
5,full_chg_restriction_2_0,3,0.7405089157837768,0.010535068359579625,1.4704827632079738,True
7,full_chg_restriction_2_0,4,1.1391780379155754,0.026622689597926907,2.251733386233224,True
9,full_chg_restriction_2_0,5,1.6396256882157016,0.3322249767186771,2.947026399712726,True
0,pre_cohort_log_restriction_2_0,1,0.0469636375208983,-0.16211871841865858,0.2560459934604552,False
2,pre_cohort_log_restriction_2_0,2,0.05308176923964646,-0.1495702415030031,0.255733779982296,False
4,pre_cohort_log_restriction_2_0,3,0.03225054946466436,-0.18041221526100437,0.24491331419033308,False
6,pre_cohort_log_restriction_2_0,4,0.08941097298408618,-0.15509819531402738,0.3339201412821997,False
8,pre_cohort_log_restriction_2_0,5,0.09012974612817981,-0.15128808982586203,0.3315475820822217,False
