,name,age,Coef,lower_ci,upper_ci,significance
0,curr_chg_restriction_2_0,1,-0.11267631137652692,-0.3096585336543364,0.08430591090128253,False
3,curr_chg_restriction_2_0,2,0.11269563304170668,-0.06843941361606168,0.2938306796994751,False
7,curr_chg_restriction_2_0,3,0.20757140321535753,0.0034013550674222848,0.41174145136329277,True
11,curr_chg_restriction_2_0,4,0.12380571405396577,-0.05684463153157031,0.30445605963950184,False
15,curr_chg_restriction_2_0,5,0.18991795163913336,0.06754915021661961,0.3122867530616471,True
1,enter_chg_restriction_2_0,1,0.04429093577967798,-0.12834363742389354,0.21692550898324953,False
5,enter_chg_restriction_2_0,2,0.012158512713194047,-0.1628929527488066,0.1872099781751947,False
9,enter_chg_restriction_2_0,3,-0.004809170877972258,-0.1905755626868149,0.18095722093087038,False
13,enter_chg_restriction_2_0,4,0.003563593862694562,-0.16998595752076948,0.1771131452461586,False
17,enter_chg_restriction_2_0,5,0.12409572315735315,-0.08494682871576043,0.3331382750304667,False
4,life_chg_restriction_2_0,2,-0.02202031185879011,-0.2040840262906493,0.1600434025730691,False
8,life_chg_restriction_2_0,3,0.16064469591247932,-0.18286266609536167,0.5041520579203203,False
12,life_chg_restriction_2_0,4,0.5318255967617929,-0.127131752126749,1.1907829456503347,False
16,life_chg_restriction_2_0,5,0.9125326231319627,0.20489012573146048,1.620175120532465,True
2,pre_cohort_log_restriction_2_0,1,0.08213805996901606,-0.13439989449713458,0.29867601443516667,False
6,pre_cohort_log_restriction_2_0,2,0.0639186755040061,-0.14872651763427758,0.27656386864228977,False
10,pre_cohort_log_restriction_2_0,3,0.03438531739337477,-0.19707576637914026,0.2658464011658898,False
14,pre_cohort_log_restriction_2_0,4,0.042374540738811396,-0.19603954009850963,0.28078862157613244,False
18,pre_cohort_log_restriction_2_0,5,0.017310953425631877,-0.2099644030166993,0.24458630986796306,False
