,name,age,Coef,lower_ci,upper_ci,significance
0,cross,1,1803.7713274845808,658.9301286432571,2948.6125263259046,True
3,cross,2,1080.4860647920993,548.0335648049912,1612.9385647792074,True
6,cross,3,814.46783652053,153.86093115262543,1475.0747418884346,True
9,cross,4,621.6191746450686,169.13032871829205,1074.1080205718451,True
12,cross,5,167.85892430081614,-71.14455513322014,406.8624037348524,False
2,large_firm,1,-11793.062543965398,-24883.458890500624,1297.3338025698267,False
5,large_firm,2,-6754.813773126799,-12739.611139773398,-770.0164064801993,True
8,large_firm,3,-5477.913769243158,-13165.723392842192,2209.8958543558756,False
11,large_firm,4,-3659.7762339752235,-8801.267980491997,1481.715512541551,False
14,large_firm,5,786.758557880119,-1644.5117294450092,3218.0288452052473,False
1,pre_cohort_log_restriction_2_0,1,-4563.652909681245,-8860.589007184919,-266.7168121775703,True
4,pre_cohort_log_restriction_2_0,2,-2291.6937856935356,-5007.5509750983365,424.16340371126535,False
7,pre_cohort_log_restriction_2_0,3,-2081.381468372358,-4414.984698675222,252.22176193050518,False
10,pre_cohort_log_restriction_2_0,4,-1465.6264863487215,-3350.7215181998436,419.4685455024005,False
13,pre_cohort_log_restriction_2_0,5,-1201.7749617785573,-2961.160462257051,557.6105386999363,False
