,name,age,Coef,lower_ci,upper_ci,significance
0,curr_chg_restriction_2_0,1,0.0032902536381918326,-0.032877836035131336,0.039458343311515,False
3,curr_chg_restriction_2_0,2,-0.022551498649360395,-0.06862673216256138,0.023523734863840594,False
7,curr_chg_restriction_2_0,3,-0.009487274662713966,-0.029262900554662914,0.010288351229234985,False
11,curr_chg_restriction_2_0,4,-0.008019065669600995,-0.04060050398863323,0.024562372649431233,False
15,curr_chg_restriction_2_0,5,-0.000769434865287372,-0.04341237852142594,0.0418735087908512,False
1,enter_chg_restriction_2_0,1,0.016341345823312082,-0.034428359482664,0.06711105112928817,False
5,enter_chg_restriction_2_0,2,-0.008055963357144194,-0.05454956139215384,0.03843763467786545,False
9,enter_chg_restriction_2_0,3,-0.0046136162479775734,-0.028317359060333336,0.01909012656437819,False
13,enter_chg_restriction_2_0,4,0.018145945017981804,-0.016421355312831464,0.05271324534879507,False
17,enter_chg_restriction_2_0,5,0.005999677108448022,-0.008575451465618795,0.02057480568251484,False
4,life_chg_restriction_2_0,2,0.012942994657159274,-0.02362915093271135,0.049515140247029896,False
8,life_chg_restriction_2_0,3,-0.021132316802656755,-0.043895060989188606,0.0016304273838750986,False
12,life_chg_restriction_2_0,4,-0.014259301803449595,-0.0757298973897644,0.04721129378286521,False
16,life_chg_restriction_2_0,5,-0.01744862908758327,-0.05898471461067231,0.024087456435505774,False
2,pre_cohort_log_restriction_2_0,1,0.02214652250287337,-0.02085579183974761,0.06514883684549436,False
6,pre_cohort_log_restriction_2_0,2,0.010235344889906933,-0.011944474786681657,0.03241516456649553,False
10,pre_cohort_log_restriction_2_0,3,0.0026912956043945156,-0.012829078880899347,0.018211670089688377,False
14,pre_cohort_log_restriction_2_0,4,0.01465349120347239,-0.008098686334346229,0.037405668741291004,False
18,pre_cohort_log_restriction_2_0,5,-0.0027489069577893133,-0.017384505663107362,0.011886691747528736,False
